frame,behavior,behavior_label
31852,2,rearing
31853,2,rearing
31854,2,rearing
31855,2,rearing
31856,2,rearing
31857,2,rearing
31858,2,rearing
31859,2,rearing
31860,2,rearing
31861,2,rearing
31862,2,rearing
31863,2,rearing
31864,2,rearing
31865,2,rearing
31866,2,rearing
31867,2,rearing
31868,2,rearing
31869,2,rearing
31870,2,rearing
31871,2,rearing
31872,2,rearing
31873,2,rearing
31874,2,rearing
31875,2,rearing
31876,2,rearing
31877,2,rearing
31878,2,rearing
31879,2,rearing
31880,2,rearing
31881,2,rearing
31882,2,rearing
31883,2,rearing
31884,2,rearing
31885,2,rearing
31886,2,rearing
31887,2,rearing
31888,2,rearing
31889,2,rearing
31890,2,rearing
31891,2,rearing
31892,2,rearing
31893,2,rearing
31894,2,rearing
31895,2,rearing
31896,2,rearing
31897,2,rearing
31898,2,rearing
31899,2,rearing
31900,2,rearing
31901,2,rearing
31902,2,rearing
31903,2,rearing
31904,2,rearing
31905,2,rearing
31906,2,rearing
31907,2,rearing
31908,2,rearing
31909,2,rearing
31910,2,rearing
31911,2,rearing
31912,2,rearing
31913,2,rearing
31914,2,rearing
31915,2,rearing
31916,2,rearing
31917,2,rearing
31918,2,rearing
31919,2,rearing
31920,2,rearing
31921,0,still
31922,0,still
31923,0,still
31924,0,still
31925,0,still
31926,0,still
31927,0,still
31928,0,still
31929,0,still
31930,0,still
31931,0,still
31932,0,still
31933,0,still
31934,0,still
31935,0,still
31936,0,still
31937,0,still
31938,0,still
31939,0,still
31940,0,still
31941,0,still
31942,0,still
31943,0,still
31944,0,still
